0.9999953503339089	4.649666091215778E-6	4.102007458825885E-160	
0.9999993036333561	6.963666438124289E-7	4.027621076774673E-160	
0.9999999982392225	1.760777622092858E-9	6.622619960611611E-182	
0.9999999882174112	1.17825887060056E-8	1.1261282245184868E-180	
0.9999999368193948	6.318060509472786E-8	2.0746721127092822E-163	
0.9999995295737233	4.704262767561316E-7	3.647464195910196E-161	
0.999997420202676	2.5797973239641043E-6	4.1724529392275424E-167	
0.9999999999999953	4.6443597124776966E-15	2.053026138288545E-209	
0.9999999999999718	2.8134643801735405E-14	9.05470172318559E-212	
0.999999938808235	6.119176503815484E-8	1.9286822599515294E-171	
0.9999997005909403	2.9940905954193563E-7	7.957429328941495E-176	
0.9999999941375224	5.862477625361159E-9	6.635746108977075E-190	
0.999999938808235	6.119176503815484E-8	1.9286822599515294E-171	
0.9999985571015403	1.442898459709067E-6	1.4179150454774059E-159	
0.9999999925601462	7.439853694155518E-9	2.8453822626687866E-177	
0.9999999826844582	1.7315541836457258E-8	4.637032287051956E-177	
0.19711887860389227	0.8028811213961077	1.5850981467057873E-130	
0.9999999541363599	4.5863640097288805E-8	1.8771470007603356E-166	
0.9999815966650311	1.8403334968905058E-5	8.209565222325865E-150	
0.9999999994499911	5.500089261603335E-10	1.9066197008546067E-168	
0.9999542769165891	4.572308341088137E-5	2.872029524627303E-155	
0.9999999999936995	6.3005201149522435E-12	8.0603482963289E-189	
0.9999999322570184	6.774298159736969E-8	1.2415021716528118E-166	
0.9999999999257048	7.429518960752978E-11	5.60844905181088E-190	
0.9999999624960895	3.7503910543175105E-8	7.563679931101973E-175	
3.0531939082483826E-8	0.9999999694680608	2.098189159205564E-42	
1.1157004322242356E-9	0.9999999988842996	1.617314030340184E-30	
3.674673719676563E-11	0.9999999999620457	1.207583844531316E-12	
2.918716433226609E-9	0.9999999970812836	9.733332511546583E-24	
1.772001561369009E-6	0.9999982279984386	1.6398148731217475E-63	
1.3842892540549913E-8	0.9999999861571074	7.473286963356804E-43	
1.4126988845338816E-7	0.9999998587301115	6.304322273587864E-51	
1.0232544965415224E-7	0.9999998976745503	8.426206822389622E-47	
2.935279909298646E-13	0.013359397155389257	0.9866406028443173	
8.958185176378543E-8	0.9999999104181483	1.5864286931704453E-18	
1.3308707234709567E-6	0.9999986691292766	2.1183706413694307E-31	
1.7992687580724383E-8	0.9999999820073123	9.095111239598366E-34	
4.978678939205941E-12	0.9999999999950213	2.0685406068531603E-25	
3.719730103855841E-6	0.9999962802698963	7.050410207036339E-42	
7.455300635884433E-10	0.9999999992544699	2.1432149039618485E-29	
1.0314146049278606E-7	0.9999998968585395	9.836776993942745E-29	
1.7913444117346674E-7	0.9999998208655588	3.002468496909945E-31	
2.176466832754276E-8	0.9999999782353317	7.961502318211426E-42	
5.1247983012727346E-8	0.999999948752017	8.598871238607348E-51	
2.514858387605172E-8	0.9999999748514161	1.5994237642648282E-31	
4.0700402787218394E-5	0.9999592995972129	1.06563294768275E-46	
5.960148799177582E-7	0.9999994039851201	3.210111049608375E-38	
1.7250010709038684E-7	0.9999998274998929	1.6084144533111447E-42	
5.874739879082552E-8	0.9999999412526012	1.479753075219389E-58	
8.906787894217076E-8	0.999999910932121	8.157218179112446E-38	
2.356452791869115E-15	1.75123551538267E-5	0.9999824876448438	
1.4285972354781093E-14	0.051418374060594095	0.9485816259393917	
1.0587766970011788E-11	0.764836715228261	0.2351632847611512	
1.884624594079663E-50	5.256400849090592E-35	1.0	
4.454423736589683E-10	0.99999902392332	9.756312377161794E-7	
8.343231957291985E-36	1.103638221441789E-21	1.0	
3.426507659541247E-9	0.43465360468082687	0.5653463918926656	
2.5179499861124368E-57	8.550387878172872E-41	1.0	
6.414304339930817E-10	0.9999999993311348	2.743477715511785E-11	
8.587369228610753E-13	8.122576916362344E-4	0.999187742307505	
7.671484250112074E-53	1.6579691889667993E-35	1.0	
1.2391237159206688E-51	1.5089538843799245E-37	1.0	
2.6515819358912277E-17	2.7704090140619564E-7	0.9999997229590986	
1.4909720405060223E-11	0.9679704444574538	0.03202955552763654	
9.54251319796769E-30	8.849105619272215E-16	0.9999999999999991	
3.56470795873587E-57	2.3786645433468204E-40	1.0	
7.1922043430804486E-37	1.6788259347019712E-20	1.0	
2.903275372799378E-36	1.3533270791447865E-22	1.0	
2.7149244012411953E-52	2.0738395316923496E-37	1.0	
2.225771011576214E-59	4.817754650909845E-43	1.0	
6.625191786654518E-45	4.125966231403608E-28	1.0	
5.799980830784482E-35	4.1829381374993894E-19	1.0	
1.1367440132463685E-26	2.2259557464864648E-13	0.9999999999997775	
1.5498669157277582E-41	1.6621152722915824E-28	1.0	
7.052274675764098E-18	2.031144976253575E-7	0.9999997968855023	
